participant_ID,Timestamp,Event,Stimulus,isTarget,isValidation,isRepeat,Button,Accuracy.IR,Accuracy.WR,Reaction_time_IR,Reaction_time_WR,CR_IR,CR_WR
232,1770219453905,Sentence shown,LVL_148_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219468667,Sentence shown,HVL_121_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219473695,Sentence shown,HH_172_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219481487,Sentence shown,LVL_110_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219491109,Sentence shown,LVL_109_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219496023,Sentence shown,LVL_148_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219496888,IR pressed,LVL_148_A,TRUE,NA,TRUE,Spacebar,1,N/A,865,NA,N/A,N/A
232,1770219498298,WR pressed,LVL_148_A,TRUE,NA,TRUE,No,N/A,1,NA,1410,N/A,N/A
232,1770219499544,Sentence shown,LVH_105_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219516952,Sentence shown,HVL_121_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219517754,IR pressed,HVL_121_P,TRUE,NA,TRUE,Spacebar,1,N/A,802,NA,N/A,N/A
232,1770219518298,WR pressed,HVL_121_P,TRUE,NA,TRUE,Yes,N/A,1,NA,544,N/A,N/A
232,1770219519545,Sentence shown,LVL_110_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219520425,IR pressed,LVL_110_A,TRUE,NA,TRUE,Spacebar,1,N/A,880,NA,N/A,N/A
232,1770219520884,WR pressed,LVL_110_A,TRUE,NA,TRUE,Yes,N/A,1,NA,459,N/A,N/A
232,1770219521936,Sentence shown,HH_172_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219523013,IR pressed,HH_172_P,TRUE,NA,TRUE,Spacebar,1,N/A,1077,NA,N/A,N/A
232,1770219524442,WR pressed,HH_172_P,TRUE,NA,TRUE,No,N/A,1,NA,1429,N/A,N/A
232,1770219548789,Sentence shown,LVH_105_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219549657,IR pressed,LVH_105_A,TRUE,NA,TRUE,Spacebar,1,N/A,868,NA,N/A,N/A
232,1770219550225,WR pressed,LVH_105_A,TRUE,NA,TRUE,Yes,N/A,1,NA,568,N/A,N/A
232,1770219551087,Sentence shown,LVL_109_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219551914,IR pressed,LVL_109_P,TRUE,NA,TRUE,Spacebar,1,N/A,827,NA,N/A,N/A
232,1770219552417,WR pressed,LVL_109_P,TRUE,NA,TRUE,Yes,N/A,1,NA,503,N/A,N/A
232,1770219560911,Sentence shown,LVH_107_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219565796,Sentence shown,HH_142_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219582491,Sentence shown,LVH_181_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219587791,Sentence shown,HVL_116_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219602373,Sentence shown,LVH_107_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219603318,IR pressed,LVH_107_A,TRUE,NA,TRUE,Spacebar,1,N/A,945,NA,N/A,N/A
232,1770219605336,WR pressed,LVH_107_A,TRUE,NA,TRUE,No,N/A,1,NA,2018,N/A,N/A
232,1770219613872,Sentence shown,HH_142_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219614699,IR pressed,HH_142_A,TRUE,NA,TRUE,Spacebar,1,N/A,826,NA,N/A,N/A
232,1770219616541,WR pressed,HH_142_A,TRUE,NA,TRUE,Yes,N/A,1,NA,1841,N/A,N/A
232,1770219617301,Sentence shown,LVH_181_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219618111,IR pressed,LVH_181_P,TRUE,NA,TRUE,Spacebar,1,N/A,810,NA,N/A,N/A
232,1770219619594,WR pressed,LVH_181_P,TRUE,NA,TRUE,No,N/A,0,NA,1483,N/A,N/A
232,1770219624255,Sentence shown,HVL_116_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219624920,IR pressed,HVL_116_A,TRUE,NA,TRUE,Spacebar,1,N/A,665,NA,N/A,N/A
232,1770219625367,WR pressed,HVL_116_A,TRUE,NA,TRUE,Yes,N/A,1,NA,447,N/A,N/A
232,1770219626497,Sentence shown,HVL_114_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219635268,Sentence shown,HH_137_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219645327,Sentence shown,HVL_138_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219654070,Sentence shown,HVL_114_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219654902,IR pressed,HVL_114_A,TRUE,NA,TRUE,Spacebar,1,N/A,832,NA,N/A,N/A
232,1770219655881,WR pressed,HVL_114_A,TRUE,NA,TRUE,No,N/A,1,NA,979,N/A,N/A
232,1770219662374,Sentence shown,LVH_182_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219669692,Sentence shown,HH_155_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219674801,Sentence shown,HH_137_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219675863,IR pressed,HH_137_P,TRUE,NA,TRUE,Spacebar,1,N/A,1062,NA,N/A,N/A
232,1770219677398,WR pressed,HH_137_P,TRUE,NA,TRUE,Yes,N/A,1,NA,1535,N/A,N/A
232,1770219678410,Sentence shown,LVL_144_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219683125,Sentence shown,HVL_138_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219684221,IR pressed,HVL_138_P,TRUE,NA,TRUE,Spacebar,1,N/A,1096,NA,N/A,N/A
232,1770219748412,Sentence shown,LVH_182_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219749303,IR pressed,LVH_182_P,TRUE,NA,TRUE,Spacebar,1,N/A,891,NA,N/A,N/A
232,1770219751495,WR pressed,LVH_182_P,TRUE,NA,TRUE,No,N/A,1,NA,2192,N/A,N/A
232,1770219752403,Sentence shown,HH_155_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219753413,IR pressed,HH_155_A,TRUE,NA,TRUE,Spacebar,1,N/A,1010,NA,N/A,N/A
232,1770219754211,WR pressed,HH_155_A,TRUE,NA,TRUE,No,N/A,1,NA,798,N/A,N/A
232,1770219755172,Sentence shown,LVL_144_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219755939,IR pressed,LVL_144_P,TRUE,NA,TRUE,Spacebar,1,N/A,767,NA,N/A,N/A
232,1770219757086,WR pressed,LVL_144_P,TRUE,NA,TRUE,Yes,N/A,0,NA,1146,N/A,N/A
232,1770219771745,Sentence shown,HVL_113_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219776597,Sentence shown,LVH_170_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219806730,Sentence shown,HVL_113_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219807611,IR pressed,HVL_113_A,TRUE,NA,TRUE,Spacebar,1,N/A,881,NA,N/A,N/A
232,1770219810065,WR pressed,HVL_113_A,TRUE,NA,TRUE,No,N/A,1,NA,2454,N/A,N/A
232,1770219815546,Sentence shown,LVH_170_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219816234,IR pressed,LVH_170_A,TRUE,NA,TRUE,Spacebar,1,N/A,688,NA,N/A,N/A
232,1770219817701,WR pressed,LVH_170_A,TRUE,NA,TRUE,Yes,N/A,0,NA,1467,N/A,N/A
232,1770219824072,Sentence shown,LVH_119_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219849788,Sentence shown,LVH_151_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219866651,Sentence shown,HVL_111_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219871736,Sentence shown,LVH_119_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219876463,Sentence shown,HH_179_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219890034,Sentence shown,LVH_151_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219890928,IR pressed,LVH_151_P,TRUE,NA,TRUE,Spacebar,1,N/A,894,NA,N/A,N/A
232,1770219891548,WR pressed,LVH_151_P,TRUE,NA,TRUE,No,N/A,1,NA,620,N/A,N/A
232,1770219897660,Sentence shown,HVL_111_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219898466,IR pressed,HVL_111_P,TRUE,NA,TRUE,Spacebar,1,N/A,806,NA,N/A,N/A
232,1770219900402,WR pressed,HVL_111_P,TRUE,NA,TRUE,No,N/A,1,NA,1935,N/A,N/A
232,1770219901488,Sentence shown,LVL_108_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219914104,Sentence shown,HVL_107_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219919020,Sentence shown,LVH_102_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219929204,Sentence shown,HH_179_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219930139,IR pressed,HH_179_A,TRUE,NA,TRUE,Spacebar,1,N/A,935,NA,N/A,N/A
232,1770219931485,WR pressed,HH_179_A,TRUE,NA,TRUE,No,N/A,1,NA,1346,N/A,N/A
232,1770219932766,Sentence shown,HH_140_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219941862,Sentence shown,LVL_108_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219942618,IR pressed,LVL_108_A,TRUE,NA,TRUE,Spacebar,1,N/A,756,NA,N/A,N/A
232,1770219946623,Sentence shown,HH_138_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219959338,Sentence shown,LVL_123_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219964565,Sentence shown,HVL_107_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219965662,IR pressed,HVL_107_P,TRUE,NA,TRUE,Spacebar,1,N/A,1097,NA,N/A,N/A
232,1770219968217,WR pressed,HVL_107_P,TRUE,NA,TRUE,No,N/A,0,NA,2554,N/A,N/A
232,1770219977750,Sentence shown,HH_140_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219978906,IR pressed,HH_140_P,TRUE,NA,TRUE,Spacebar,1,N/A,1156,NA,N/A,N/A
232,1770219979897,WR pressed,HH_140_P,TRUE,NA,TRUE,No,N/A,1,NA,990,N/A,N/A
232,1770219980765,Sentence shown,LVH_102_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219981733,IR pressed,LVH_102_A,TRUE,NA,TRUE,Spacebar,1,N/A,968,NA,N/A,N/A
232,1770219982189,WR pressed,LVH_102_A,TRUE,NA,TRUE,Yes,N/A,1,NA,456,N/A,N/A
232,1770219988183,Sentence shown,HH_138_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770219989069,IR pressed,HH_138_A,TRUE,NA,TRUE,Spacebar,1,N/A,886,NA,N/A,N/A
232,1770219989470,WR pressed,HH_138_A,TRUE,NA,TRUE,Yes,N/A,1,NA,401,N/A,N/A
232,1770220003231,Sentence shown,LVL_123_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220004210,IR pressed,LVL_123_P,TRUE,NA,TRUE,Spacebar,1,N/A,979,NA,N/A,N/A
232,1770220006846,WR pressed,LVL_123_P,TRUE,NA,TRUE,No,N/A,1,NA,2636,N/A,N/A
232,1770220007786,Sentence shown,LVL_121_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220022741,Sentence shown,HH_139_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220037789,Sentence shown,LVL_121_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220038741,IR pressed,LVL_121_A,TRUE,NA,TRUE,Spacebar,1,N/A,952,NA,N/A,N/A
232,1770220040684,WR pressed,LVL_121_A,TRUE,NA,TRUE,Yes,N/A,1,NA,1943,N/A,N/A
232,1770220061917,Sentence shown,HVL_128_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220072031,Sentence shown,HH_139_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220072951,IR pressed,HH_139_P,TRUE,NA,TRUE,Spacebar,1,N/A,920,NA,N/A,N/A
232,1770220073606,WR pressed,HH_139_P,TRUE,NA,TRUE,Yes,N/A,1,NA,655,N/A,N/A
232,1770220078898,Sentence shown,LVL_131_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220088119,Sentence shown,HVL_128_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220088887,IR pressed,HVL_128_A,TRUE,NA,TRUE,Spacebar,1,N/A,768,NA,N/A,N/A
232,1770220089808,WR pressed,HVL_128_A,TRUE,NA,TRUE,No,N/A,0,NA,921,N/A,N/A
232,1770220091082,Sentence shown,LVL_131_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220091957,IR pressed,LVL_131_P,TRUE,NA,TRUE,Spacebar,1,N/A,875,NA,N/A,N/A
232,1770220093112,WR pressed,LVL_131_P,TRUE,NA,TRUE,Yes,N/A,1,NA,1155,N/A,N/A
232,1770220174434,Sentence shown,HH_150_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220184221,Sentence shown,LVL_101_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220193998,Sentence shown,HH_149_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220219063,Sentence shown,HH_150_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220220141,IR pressed,HH_150_P,TRUE,NA,TRUE,Spacebar,1,N/A,1078,NA,N/A,N/A
232,1770220220895,WR pressed,HH_150_P,TRUE,NA,TRUE,No,N/A,1,NA,754,N/A,N/A
232,1770220224182,Sentence shown,LVL_101_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220225117,IR pressed,LVL_101_A,TRUE,NA,TRUE,Spacebar,1,N/A,935,NA,N/A,N/A
232,1770220226477,WR pressed,LVL_101_A,TRUE,NA,TRUE,Yes,N/A,1,NA,1360,N/A,N/A
232,1770220232135,Sentence shown,LVL_137_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220245910,Sentence shown,HH_149_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220246667,IR pressed,HH_149_A,TRUE,NA,TRUE,Spacebar,1,N/A,757,NA,N/A,N/A
232,1770220247074,WR pressed,HH_149_A,TRUE,NA,TRUE,Yes,N/A,1,NA,407,N/A,N/A
232,1770220254459,Sentence shown,LVH_159_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220264630,Sentence shown,HH_145_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220269737,Sentence shown,LVL_137_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220271365,IR pressed,LVL_137_P,TRUE,NA,TRUE,Spacebar,1,N/A,1628,NA,N/A,N/A
232,1770220272289,WR pressed,LVL_137_P,TRUE,NA,TRUE,Yes,N/A,1,NA,924,N/A,N/A
232,1770220282851,Sentence shown,LVH_159_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220283716,IR pressed,LVH_159_A,TRUE,NA,TRUE,Spacebar,1,N/A,865,NA,N/A,N/A
232,1770220285390,WR pressed,LVH_159_A,TRUE,NA,TRUE,Yes,N/A,1,NA,1674,N/A,N/A
232,1770220286546,Sentence shown,HVL_102_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220296491,Sentence shown,LVH_153_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220301202,Sentence shown,HVL_163_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220306236,Sentence shown,HVL_106_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220311057,Sentence shown,HH_145_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220312149,IR pressed,HH_145_P,TRUE,NA,TRUE,Spacebar,1,N/A,1092,NA,N/A,N/A
232,1770220312628,WR pressed,HH_145_P,TRUE,NA,TRUE,Yes,N/A,1,NA,478,N/A,N/A
232,1770220328849,Sentence shown,HVL_102_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220329865,IR pressed,HVL_102_P,TRUE,NA,TRUE,Spacebar,1,N/A,1016,NA,N/A,N/A
232,1770220332322,WR pressed,HVL_102_P,TRUE,NA,TRUE,Yes,N/A,1,NA,2457,N/A,N/A
232,1770220333550,Sentence shown,HVL_163_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220334305,IR pressed,HVL_163_A,TRUE,NA,TRUE,Spacebar,1,N/A,755,NA,N/A,N/A
232,1770220335138,WR pressed,HVL_163_A,TRUE,NA,TRUE,No,N/A,1,NA,833,N/A,N/A
232,1770220336050,Sentence shown,LVH_153_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220336965,IR pressed,LVH_153_P,TRUE,NA,TRUE,Spacebar,1,N/A,915,NA,N/A,N/A
232,1770220337398,WR pressed,LVH_153_P,TRUE,NA,TRUE,No,N/A,1,NA,433,N/A,N/A
232,1770220350036,Sentence shown,HVL_106_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220351269,IR pressed,HVL_106_A,TRUE,NA,TRUE,Spacebar,1,N/A,1233,NA,N/A,N/A
232,1770220377339,Sentence shown,HH_144_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220400477,Sentence shown,LVH_109_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220417956,Sentence shown,HH_144_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220418919,IR pressed,HH_144_A,TRUE,NA,TRUE,Spacebar,1,N/A,962,NA,N/A,N/A
232,1770220420130,WR pressed,HH_144_A,TRUE,NA,TRUE,No,N/A,1,NA,1211,N/A,N/A
232,1770220426035,Sentence shown,HVL_103_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220437828,Sentence shown,LVH_161_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220447867,Sentence shown,LVH_109_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220448745,IR pressed,LVH_109_A,TRUE,NA,TRUE,Spacebar,1,N/A,878,NA,N/A,N/A
232,1770220449693,WR pressed,LVH_109_A,TRUE,NA,TRUE,No,N/A,1,NA,948,N/A,N/A
232,1770220450980,Sentence shown,LVL_143_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220456077,Sentence shown,LVL_103_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220461311,Sentence shown,HVL_103_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220462380,IR pressed,HVL_103_P,TRUE,NA,TRUE,Spacebar,1,N/A,1069,NA,N/A,N/A
232,1770220466796,Sentence shown,LVH_161_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220467768,IR pressed,LVH_161_P,TRUE,NA,TRUE,Spacebar,1,N/A,972,NA,N/A,N/A
232,1770220468086,WR pressed,LVH_161_P,TRUE,NA,TRUE,Yes,N/A,1,NA,318,N/A,N/A
232,1770220469384,Sentence shown,LVL_143_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220470146,IR pressed,LVL_143_P,TRUE,NA,TRUE,Spacebar,1,N/A,762,NA,N/A,N/A
232,1770220470440,WR pressed,LVL_143_P,TRUE,NA,TRUE,Yes,N/A,0,NA,294,N/A,N/A
232,1770220471507,Sentence shown,LVL_103_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
232,1770220472529,IR pressed,LVL_103_A,TRUE,NA,TRUE,Spacebar,1,N/A,1022,NA,N/A,N/A
232,1770220473408,WR pressed,LVL_103_A,TRUE,NA,TRUE,No,N/A,1,NA,879,N/A,N/A
235,1770255705007,Sentence shown,LVL_102_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255710107,Sentence shown,LVH_168_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255715148,Sentence shown,LVH_107_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255724796,Sentence shown,HVL_107_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255748828,Sentence shown,LVH_107_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255750191,IR pressed,LVH_107_P,TRUE,NA,TRUE,Spacebar,1,N/A,1363,NA,N/A,N/A
235,1770255756401,Sentence shown,LVL_102_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255761134,Sentence shown,HH_181_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255766009,Sentence shown,LVH_168_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255781234,Sentence shown,HVL_107_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255782236,IR pressed,HVL_107_P,TRUE,NA,TRUE,Spacebar,1,N/A,1002,NA,N/A,N/A
235,1770255811899,Sentence shown,LVL_146_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255819433,Sentence shown,HH_181_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255820406,IR pressed,HH_181_P,TRUE,NA,TRUE,Spacebar,1,N/A,973,NA,N/A,N/A
235,1770255821186,WR pressed,HH_181_P,TRUE,NA,TRUE,Yes,N/A,1,NA,780,N/A,N/A
235,1770255845001,Sentence shown,LVL_146_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255846271,IR pressed,LVL_146_P,TRUE,NA,TRUE,Spacebar,1,N/A,1270,NA,N/A,N/A
235,1770255847479,WR pressed,LVL_146_P,TRUE,NA,TRUE,No,N/A,1,NA,1208,N/A,N/A
235,1770255848576,Sentence shown,LVL_140_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255858623,Sentence shown,LVH_117_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255871013,Sentence shown,HH_182_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255876300,Sentence shown,LVL_117_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255881019,Sentence shown,LVL_140_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255897346,Sentence shown,LVH_117_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255898424,IR pressed,LVH_117_A,TRUE,NA,TRUE,Spacebar,1,N/A,1078,NA,N/A,N/A
235,1770255898764,WR pressed,LVH_117_A,TRUE,NA,TRUE,Yes,N/A,1,NA,340,N/A,N/A
235,1770255900059,Sentence shown,HVL_110_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255910000,Sentence shown,HH_140_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255928568,Sentence shown,HH_182_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255931486,IR pressed,HH_182_P,TRUE,NA,TRUE,Spacebar,1,N/A,2918,NA,N/A,N/A
235,1770255933945,WR pressed,HH_182_P,TRUE,NA,TRUE,No,N/A,1,NA,2459,N/A,N/A
235,1770255934854,Sentence shown,HVL_110_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255936998,IR pressed,HVL_110_A,TRUE,NA,TRUE,Spacebar,1,N/A,2144,NA,N/A,N/A
235,1770255937328,WR pressed,HVL_110_A,TRUE,NA,TRUE,Yes,N/A,1,NA,329,N/A,N/A
235,1770255938294,Sentence shown,LVL_117_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255940688,IR pressed,LVL_117_A,TRUE,NA,TRUE,Spacebar,1,N/A,2394,NA,N/A,N/A
235,1770255940956,WR pressed,LVL_117_A,TRUE,NA,TRUE,No,N/A,1,NA,268,N/A,N/A
235,1770255968112,Sentence shown,HH_140_A,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255968818,IR pressed,HH_140_A,TRUE,NA,TRUE,Spacebar,1,N/A,706,NA,N/A,N/A
235,1770255969160,WR pressed,HH_140_A,TRUE,NA,TRUE,Yes,N/A,1,NA,342,N/A,N/A
235,1770255977795,Sentence shown,HVL_128_A,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255983091,Sentence shown,LVH_123_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770255997827,Sentence shown,HH_189_P,TRUE,NA,NA,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770256002728,Sentence shown,HVL_128_P,TRUE,NA,TRUE,N/A,N/A,N/A,NA,NA,N/A,N/A
235,1770256004319,IR pressed,HVL_128_P,TRUE,NA,TRUE,Spacebar,1,N/A,1591,NA,N/A,N/A
235,1770256004579,WR pressed,HVL_128_P,TRUE,NA,TRUE,Yes,N/A,0,NA,260,N/A,N/A
